Feature1,Feature2,Label
-3.4246942057393035,3.856714531986795,1
-3.6705500233685355,4.0192266438163795,1
-3.508981942806227,0.4650364001647391,0
-2.453220270589738,2.2273312978120723,1
-2.156953654464127,2.2740997625832273,1
0.6634018657177752,-0.3699380273979659,2
-3.8049271202602526,1.7728197558438754,0
-5.3001087784818175,3.7793031690571146,0
-2.3018335377035974,-0.08201530290508041,0
0.27950327674979886,1.1081724758209692,2
3.040542095503751,-3.3198853367363617,2
0.7578878837706544,-0.8993317942681738,2
-3.1458231443544618,1.1542145389229683,0
0.8559384732953081,-0.42016132364189873,2
-3.4915442007606288,1.7097063728266668,0
-0.9641796218646747,0.40685625386458457,1
0.9998497562238942,-0.2934680977805101,2
1.0291781015271324,-1.43253806913258,2
-3.2318160573598886,1.1201696952837257,0
-2.384779447910686,0.52777750288639,0
-3.1538893421390184,0.7063443962682802,0
1.4083142800619683,-1.5342011496348003,2
-3.508502254843991,1.634033104269476,0
-2.2746363969462333,2.3588957777783714,1
-2.092765634403159,-0.7825997956955655,0
-3.1371832601961445,3.3823230967478137,1
2.295237130602678,-2.7981797589590296,2
-2.3443653351180123,2.331213800249958,1
1.3221249233044676,-1.6815985832353233,2
-2.5667496177499722,-0.22038720376842574,0
-2.841267351937029,2.5726623883056505,1
-3.0833219311499023,0.44963372772657767,0
-3.0182718752625144,2.909630276161382,1
1.6973534305032438,-1.2798304831379104,2
1.248981442789478,-1.255706044474115,2
1.182004900794534,-0.830696768020918,2
1.394518576491613,-1.9139125262831047,2
-2.9437059150357356,3.1601382898199373,1
0.725893999674854,-0.5881437526431629,2
-3.7038812529989786,2.0226110858115094,0
-4.51377049961055,2.5798496440411114,0
-2.961837609083513,1.028133794565328,0
-2.8039512086299103,2.4427440626176864,1
-3.2850543337006304,3.2880173354804136,1
0.6770251811881064,0.07992006736176945,2
-2.5628436805961035,0.23005993172375114,0
0.16315469701159235,0.20927585833852835,2
-3.7965861245892265,1.3262870418038344,0
-2.7593820297745144,2.444984673165186,1
-1.8027218326980896,0.9946230496097856,1
-1.738159356691808,1.5122812010702975,1
-2.9301055083537597,3.328326237224804,1
-3.1528927486641583,1.2634351850344379,0
-3.5825049551748314,1.1795003199640595,0
-3.6562077131924884,4.596779247425776,1
0.8827474656588825,-0.8856782681107958,2
-2.892657641450408,0.6385350104499258,0
-3.6587368713912256,4.391884797170363,1
-2.123048810113033,1.8128020502790931,1
-3.40347649470578,3.236869047122355,1
-2.206506790529681,2.1018964428556717,1
-3.9220571353812934,1.8117980188723422,0
-2.3119538585545834,3.20206918197923,1
1.8546442673633226,-1.740973630177662,2
-2.227285051395831,2.4872704688966083,1
-2.7806003356656084,2.9718559999985397,1
-3.113936575960734,0.818817954643665,0
1.0483598723723782,-0.5366763260598806,2
-3.1220895722457835,3.036086328307293,1
-2.3489606778323955,2.8621926504891153,1
-2.6234315131411834,2.5509741367461287,1
-3.299883314274456,3.3165420840428568,1
-3.0211912191184607,3.299360955743541,1
1.6090692898816252,-1.9296144635445625,2
-2.948745479678475,0.8259768817772376,0
-2.2008377270548114,2.5919890578036133,1
-2.5089255962630905,2.9686606899592243,1
-0.46457049072497336,1.3847692164269834,2
1.1634576652922661,-0.7256855769907462,2
-2.7806772826837998,2.9749063174562935,1
-3.0712950877559937,0.8423031749591905,0
-4.206669459690011,2.846305034875631,0
-2.273685969279479,1.7919605959431164,1
0.2904950300924328,0.15921282161382824,2
-3.4361839448862934,1.6484934557801139,0
0.9748728645581127,-0.9807537055203078,2
1.5414877911230298,-1.2965458986948806,2
-3.3262630886385147,0.9651873705147039,0
-4.246256036712482,2.9497951626375,0
-3.9050108652765334,2.166653503322482,0
2.585971567826988,-3.5387258527886454,2
-4.412528636098511,5.113247774465124,1
1.0888487797928743,-0.9793442892690076,2
0.5558484752765096,0.27141018868933153,2
-3.5496955020158323,3.770339880436991,1
-4.0397581849346995,4.444245354090105,1
1.5372798677580823,-1.44404361145945,2
-2.3317577327307477,2.7062557671613923,1
-2.3138705501014014,2.272351523172237,1
-4.463925445667639,3.029335928424857,0
0.8720609019272718,-0.5885035215671551,2
-1.8196382492986893,-0.5443160674039549,0
-3.902331245870817,1.761595847831814,0
-2.752199310882028,3.1225382573319087,1
-3.1281702691049293,0.325718337970958,0
0.4578327931554581,-0.50120392523473,2
-3.0643963017546754,4.233828705703937,1
1.0759847444154043,-1.1636559651810834,2
-2.7775924563955905,0.1675066768680263,0
-2.56383489445239,2.3112877057008725,1
0.23562416936656733,0.025764008845972425,2
-3.9773443020910357,1.6240246296963667,0
-2.987494713576902,0.5610321010546497,0
-2.873170967626594,0.14334105751453152,0
0.048906576809417464,0.9468988462390617,2
-1.3056953216239777,0.9402567216630454,1
0.8243134585137708,-0.7025032378953148,2
-3.5428540358328404,4.544251488412398,1
-2.579573374941785,2.78303912449767,1
-4.447004783833637,2.9636433500790673,0
0.8669804773141317,-0.7007838023531837,2
-3.9240299379665533,4.9176794468113645,1
0.6592676928302825,0.02912165701897631,2
-2.3455826133104396,0.08093177431435798,0
-2.006385754884674,1.6084953753748887,1
1.310377408401651,-1.0336906628188314,2
-3.759709820009284,4.811934408231985,1
-2.1352061770206308,1.7747118807373803,1
1.9612709570985425,-2.070398737265932,2
-4.367233987106694,2.480171986225747,0
-3.0984070764147216,0.3796390863271392,0
1.9234260943832557,-2.6552174924962566,2
-1.7870235116789934,-1.673028846800601,0
0.32051528571223203,0.23075907018190137,2
-2.053593491728473,2.2812554188225747,1
-3.160767825002828,3.65612171317729,1
-3.2502469928590743,1.4677029521212108,0
1.3823724120256022,-1.3640873824031974,2
0.2366470649826359,0.2110507756408564,2
-3.3169563275172864,3.4434528908919226,1
-3.447234324003292,4.1229728560697225,1
-3.1321560943194484,3.827608734323741,1
-3.0086036196192487,2.881607439940753,1
0.2361003348044187,0.7034266833435828,2
-1.9419958789354808,1.618340391737184,1
-3.5367446121035897,1.959006436107969,0
1.8752661752941613,-2.417061240444496,2
-2.674175573756657,2.9603186500889804,1
-3.059564290967303,0.3944377433714823,0
0.7471959192714804,-0.7878782491954823,2
-1.8190340045335367,1.152991216467656,1
-1.807567263103713,1.4802027411975018,1
1.6550314154697923,-1.8898971253463286,2
-3.450933611772788,1.4249843090094152,0
2.1153257929632834,-2.2163165491441523,2
1.636742867977726,-1.73869543011372,2
-3.2169529730707582,1.2005028577321122,0
1.7694056127841746,-2.0025042038370944,2
-2.7701152308987,0.4786769212331551,0
2.11075585595927,-2.2978647672333454,2
1.4934239087440384,-1.4854625290197894,2
1.3225664999323912,-1.794404294690031,2
1.1101944500878158,-1.4917770897909852,2
0.7054875576942197,-0.4595226839448667,2
-4.889634328644946,3.3930148444203247,0
-2.908318491367379,0.687884583524432,0
-2.2586852663000636,2.7681647310430235,1
-2.440430882569095,-0.7713807154307213,0
-3.2373900046959943,1.3497580572625372,0
-3.456878984158446,3.853154854361852,1
-4.500414522009544,3.1372494658227694,0
-2.8185634562020523,1.2570560245256368,0
-1.956657123322842,1.6555552964416576,1
0.9007095055124659,-0.4207527633095283,2
-2.1973306723128974,2.264796977818293,1
1.0102273819903584,-0.964969582176266,2
-2.979274524314882,0.8697121882508131,0
-2.6872028608425143,3.030888760417114,1
-2.8643117465523673,2.7953402580852877,1
-3.0983655424280343,3.3127022451822095,1
-4.487031319288384,4.425848480108984,1
-3.1773139050158643,0.7177067910753772,0
0.5220805569057758,-0.2078819471698916,2
-2.01387368325415,1.8255016145717766,1
-3.807334509775975,4.156755999107939,1
-3.6319592210924236,3.862117529389973,1
-2.283268478506735,-0.19738769827605226,0
-4.161790560469035,4.775075169329236,1
-2.0270775626854878,2.4087667115559364,1
-1.5615656309569388,1.3060767758738965,1
1.5672698228099824,-1.688672615650489,2
-2.620021910847404,2.8601870791699127,1
-2.893099509202183,0.868149441741081,0
-2.5951525095987655,3.322913495041603,1
1.3255347392367027,-1.4793531878249315,2
-2.6346664499689605,0.22645747290438306,0
1.2674317324919502,-1.7322684454164368,2
-3.0901628155854417,3.456123032354831,1
-3.859197793913787,1.4689745356791568,0
0.7547805290356309,-0.6806765278814022,2
-3.202699591590779,1.607324084429213,0
1.3035007322161305,-1.5834435778269915,2
-4.401267872455198,4.693283309626956,1
-2.6121574685717346,0.14379742734216527,0
-2.703736842179443,0.624864493322326,0
-0.07972228882886552,0.9042301292412666,2
-3.523812619362641,3.9241295843539348,1
-2.9868796894086564,0.7988133436275734,0
-4.153572514928839,1.8013065563272457,0
-2.6221640681812683,3.0696146198420418,1
1.671702165304413,-1.524840070846965,2
0.34326098343124134,0.09594767739893466,2
-3.1763784538948987,3.0516659181963974,1
-3.5357705229877876,1.4697019312007564,0
0.6423396849797942,0.03866066873982703,2
-3.407931239131768,3.875020293199907,1
-3.6518393231472834,4.492177290322356,1
-3.5333617989383077,3.7964486193418825,1
-2.7535949883331607,0.8503460401779146,0
-2.529690655715727,1.8948206557240705,1
0.6419290821658986,-0.28071499867976757,2
1.2030299078132543,-1.3544225370658938,2
-2.578597478114856,-0.2593216477733032,0
1.1232350252572958,-1.0059321067285514,2
0.31335406555906037,0.11443788641082583,2
-1.7773242210968632,1.8332936850209034,1
0.9372537485372512,-0.8320383754334095,2
-3.3575220316080223,1.459369307084669,0
0.6504786145793241,-0.29070082094581606,2
2.0140571249522536,-3.104418595054311,2
-2.865133472951752,2.5308531777863945,1
-3.099745382532827,3.885704615698446,1
0.13623022501915824,-0.2809257716757146,2
-2.551265670085773,2.3783271517938878,1
-1.9839386684859672,2.099045701458219,1
-2.0033201149903963,1.5577855457730616,1
-2.8858878524142018,0.208824311622034,0
-2.587043852342936,0.21931049175753772,0
1.068178119456423,-0.8987066258172133,2
-3.4704990694203963,4.097532197669494,1
0.8549695506428224,-0.3967344634933587,2
-2.380035689203405,2.684670432303957,1
-2.054999175647418,1.7731761261780277,1
-3.3683352050355433,0.9243825482130094,0
-3.1840311328127937,0.8303469676213608,0
1.306492161880453,-0.5577132559693462,2
0.9002295967116957,-0.7887216717633644,2
-3.6456656802859366,1.2865311250653333,0
-3.238224363924698,4.032366241881109,1
0.7915449981986032,-0.611200899202047,2
-3.258501064214193,0.6044411674149855,0
-3.2996339296619426,0.3963546356492657,0
-3.242622068226454,1.369298269356719,0
-3.025601181074809,0.4964164605636501,0
-2.598105612633804,-0.1102926397971724,0
-2.7909072108242454,-0.28215564684337757,0
-2.267407408290431,-0.2879263221686068,0
-2.5936173971097314,2.6674688597113283,1
0.9230717653793189,-1.364459467156832,2
-3.0623722320664934,3.0331848649793796,1
-2.6388207732155884,0.42887816546238894,0
-2.329945778416114,2.3478011367900553,1
-2.053908509670516,-0.8082710413673929,0
0.7164900183216872,-0.02878519355928399,2
-2.382390871527659,0.029599108137150304,0
0.7738478015158737,-0.7810569510178982,2
-2.530464867266131,-0.40921918237876703,0
-1.8485000801661347,-0.4960493036455766,0
-2.287221263183032,2.628612905817689,1
