Feature1,Feature2,Label
-6.111197213022978,1.4715306174644063,1
-7.496653612430758,0.9134251049526045,1
-10.844898372319836,-7.553522726562745,0
-4.543377252143827,-2.135686189159786,1
-1.9138205488086673,-0.03478043340402231,1
1.7713352168826773,0.634508265865613,2
-9.751573566587453,-5.203026198176283,0
-11.510236350280888,-4.162843213812081,0
-7.726757948652349,-5.866565633916548,0
2.3076608564038463,1.9019318439143003,2
3.3593753865310267,0.0903520971389073,2
1.5082731991466412,0.12756972479453343,2
-8.55545130096433,-5.035368003422989,0
2.0493091200013556,0.8126445622252645,2
-8.81718974886526,-4.579256336672506,0
0.5386805928957872,-3.678825994280947,1
2.3870602620235806,1.1391820875703498,2
1.533954824512697,-0.16597027641299122,2
-8.89314980317568,-5.32749594217125,0
-7.035285456338817,-4.634899727873358,0
-9.2909954481144,-6.110015326196258,0
2.079142601651771,0.1815532419165541,2
-8.992939211551535,-4.799269444060297,0
-2.5492627864475077,-0.26067115985109957,1
-8.14569116664311,-7.001194954819966,0
-5.61621105872892,0.4500630724166197,1
2.5423759855661525,-0.21381116885492124,2
-3.2341365176304167,-0.8533124516814432,1
1.8202576732248867,-0.0982295531485009,2
-8.82010859251805,-6.8453897716146255,0
-6.3785994887410995,-2.493572308931586,1
-9.464436766348976,-6.540657248342111,0
-6.505612014786588,-1.6002874087558592,1
2.7574314293622484,0.8372865211238165,2
2.0366242226950413,0.31313445306609206,2
2.2624683622498734,0.731058326290283,2
1.7558591527710226,-0.2825718930031088,2
-4.899063619905979,0.33408704062136263,1
1.7017630560770547,0.45457653860659913,2
-9.022694729242932,-4.365698259762824,0
-10.813602278826897,-5.049525330241017,0
-8.147798210219307,-4.878821277170505,0
-6.584816617254622,-3.028553543051202,1
-7.209475562874589,-1.016337159831339,1
2.1498509458173034,1.181021228159759,2
-8.094215850782051,-5.7749273933890635,0
1.404242650323957,0.7000645707554309,2
-10.430850668212116,-6.234084368027341,0
-6.2082114242867155,-2.7407333142134966,1
-4.054196865126098,-5.3852082399879375,1
-1.473023470544181,-1.9395793998403985,1
-4.121295790422784,1.408127256385544,1
-8.405901057585934,-4.79557027150421,0
-9.956645364230686,-6.0521238864059725,0
-5.092831359408813,4.40224453710438,1
1.7251214884265433,0.29752024111713593,2
-8.53616394179077,-5.625843913418277,0
-5.924505261480271,3.180307494838952,1
-3.459514793853285,-2.541837035999412,1
-8.388975915647622,-2.0471804990218776,1
-3.004122626190213,-1.353996906548379,1
-10.076450036378095,-5.399924249770204,0
0.47942807599691384,4.473718958944843,1
2.652025577280006,0.48811420203308425,2
-1.6505657364553556,0.7869293283028864,1
-4.29835387490436,0.23057213119419945,1
-8.981104302160377,-5.746658988105251,0
2.2746271548293797,0.9125780208857754,2
-6.8617976573823904,-1.495462988908646,1
-1.1708692597653547,2.2446048441012096,1
-4.667068392300867,-1.2789957788240425,1
-7.218951143101917,-0.9397664279109706,1
-4.987461751556065,0.6763332268552247,1
2.0974820765005378,-0.03665597214771055,2
-8.424578320056511,-5.322646635548799,0
-1.0179586554378117,1.5664430048219289,1
-2.0694199151030412,1.8857759590201453,1
1.2987048067262794,1.3106614318747294,2
2.3149716591245895,0.8318557384006838,2
-4.286918081573231,0.24805728613251593,1
-8.803196779175222,-5.5862495687281415,0
-9.378284814261244,-3.665080577500815,0
-4.7848900785927375,-3.5927471873377623,1
1.574756970485116,0.7980437514718433,2
-8.731371979285626,-4.586968683907697,0
1.8018998715593413,0.29909793654810796,2
2.4869938747920095,0.6255196356269868,2
-9.450179105860807,-5.925277488227979,0
-9.345123810940425,-3.518924404547934,0
-9.45849879382565,-4.522199595775289,0
2.4360477817947093,-0.7275387919918086,2
-9.289444629061618,2.7827155416187916,1
1.991097563668316,0.441217888303602,2
2.1014385177137695,1.2571733642585856,2
-7.484379122135578,0.19274616520684046,1
-8.861097694319923,1.1407965624180083,1
2.3633147472613514,0.44665008424254143,2
-1.6459999862310426,1.4325003452393623,1
-3.2154542653572573,-1.011970605770913,1
-9.93761365122951,-3.868097995638365,0
1.9426818812663316,0.6342843658660858,2
-6.867092087363954,-5.766832601085387,0
-10.090810773757482,-5.469534833878375,0
-3.4677399942086167,1.2927435301793502,1
-9.808596178487953,-6.943026214643361,0
1.328217853735228,0.22660114536971143,2
-1.646080524555356,5.911956565890883,1
1.8239982265694803,0.20833105803997298,2
-8.90198359102881,-6.451543989959995,0
